Season,DayNum,TeamID,OppTeamID,Line,OU,is_neutral,tm_hca
2015,152.0,1458,1246,5.0,131.5,1,0
2015,154.0,1458,1181,-1.0,139.5,1,0
2016,134.0,1192,1195,5.0,153.5,1,0
2016,134.0,1435,1455,3.5,134,1,0
2016,135.0,1380,1221,-2.0,129,1,0
2016,135.0,1409,1276,2.0,142.5,1,0
2016,136.0,1114,1345,8.0,128,1,0
2016,136.0,1139,1403,-3.5,143,1,0
2016,136.0,1163,1160,-3.5,131,1,0
2016,136.0,1423,1181,9.5,154,1,0
2016,136.0,1211,1371,-2.0,146,1,0
2016,136.0,1151,1231,10.5,148.5,1,0
2016,136.0,1233,1235,6.5,165.5,1,0
2016,136.0,1122,1242,24.5,150.5,1,0
2016,136.0,1392,1246,13.5,143.5,1,0
2016,136.0,1138,1274,14.0,148,1,0
2016,136.0,1195,1314,23.5,150,1,0
2016,136.0,1344,1425,-2.5,150,1,0
2016,136.0,1201,1428,8.5,138.5,1,0
2016,136.0,1214,1438,23.0,130,1,0
2016,136.0,1455,1112,0.0,136.5,1,0
2016,136.0,1463,1124,5.5,136.5,1,0
2016,137.0,1218,1143,6.0,140,1,0
2016,137.0,1396,1234,7.0,139.5,1,0
2016,137.0,1292,1277,16.5,141.5,1,0
2016,137.0,1320,1400,3.0,125.5,1,0
2016,137.0,1276,1323,3.0,143.5,1,0
2016,137.0,1167,1328,15.0,140.5,1,0
2016,137.0,1221,1332,23.0,134,1,0
2016,137.0,1372,1452,7.0,145,1,0
2016,137.0,1153,1386,-3.5,136.5,1,0
2016,137.0,1393,1173,-1.0,128.5,1,0
2016,137.0,1453,1401,13.0,153,1,0
2016,137.0,1433,1333,-4.0,141.5,1,0
2016,137.0,1421,1437,17.5,142.5,1,0
2016,137.0,1338,1458,-1.0,130,1,0
2016,137.0,1451,1462,13.5,147.5,1,0
2016,138.0,1463,1181,6.0,148.5,1,0
2016,138.0,1211,1428,-1.0,138.5,1,0
2016,138.0,1231,1246,4.0,157,1,0
2016,138.0,1114,1235,6.0,144,1,0
2016,138.0,1163,1242,7.5,140,1,0
2016,138.0,1455,1274,-1.5,129,1,0
2016,138.0,1344,1314,11.5,152.5,1,0
