Season,Date,Team1,Team2,Home_Team,Favorite,Line,Team1_Score,Team2_Score,OU,is_neutral,MoV,TeamID1,TeamID2
2011,108,SoMississippi,Marshall,Marshall,Marshall,0.0,65.0,95.0,141,0,-30.0,1379,1267
2011,108,BowlingGreen,Buffalo,Buffalo,Buffalo,11.5,74.0,71.0,129.5,0,3.0,1132,1138
2011,108,IowaState,Nebraska,Nebraska,Nebraska,5.0,62.0,63.0,127.5,0,-1.0,1235,1304
2011,108,Troy,ArkansasLR,ArkansasLR,ArkansasLR,7.0,73.0,76.0,146,0,-3.0,1407,1114
2011,108,WiscMilwaukee,WiscGreenBay,WiscGreenBay,WiscGreenBay,3.5,64.0,69.0,136,0,-5.0,1454,1453
2011,108,St.Johns,NotreDame,NotreDame,NotreDame,5.0,61.0,76.0,137,0,-15.0,1385,1323
2011,108,Providence,Rutgers,Rutgers,Providence,-1.5,72.0,85.0,145,0,-13.0,1344,1353
2011,108,MiddleTennSt,ULLafayette,ULLafayette,MiddleTennSt,-1.0,93.0,91.0,136,0,2.0,1292,1418
2011,108,SaintMarysCA,Pepperdine,Pepperdine,SaintMarysCA,-15.5,85.0,60.0,149,0,25.0,1388,1337
2011,108,Rice,Tulsa,Tulsa,Tulsa,7.0,64.0,75.0,135,0,-11.0,1349,1409
2011,108,Mississippi,Florida,Florida,Florida,8.0,71.0,77.0,137,0,-6.0,1279,1196
2011,108,PortlandU,Gonzaga,Gonzaga,Gonzaga,11.5,61.0,74.0,141.5,0,-13.0,1339,1211
2011,108,FresnoState,NewMexicoState,NewMexicoState,NewMexicoState,6.0,68.0,80.0,142,0,-12.0,1201,1308
2011,108,SanDiego,LoyolaMarymount,LoyolaMarymount,LoyolaMarymount,12.5,58.0,67.0,135.5,0,-9.0,1360,1258
2011,108,CalSantaBarb,Pacific,Pacific,Pacific,2.0,54.0,57.0,121,0,-3.0,1364,1334
2011,108,CalPolySLO,UCDavis,UCDavis,UCDavis,2.5,48.0,43.0,121,0,5.0,1142,1413
2011,108,TCU,UNLV,UNLV,UNLV,16.0,49.0,83.0,141,0,-34.0,1395,1424
2011,108,CSFullerton,CalRiverside,CalRiverside,CalRiverside,3.0,83.0,77.0,143,0,6.0,1168,1415
2011,108,IdahoU,SanJoseState,SanJoseState,SanJoseState,6.5,75.0,67.0,136.5,0,8.0,1225,1363
2011,108,Oregon,WashingtonState,WashingtonState,WashingtonState,12.5,63.0,77.0,141,0,-14.0,1332,1450
2011,108,SanFrancisco,SantaClara,SantaClara,SantaClara,8.0,74.0,67.0,136.5,0,7.0,1362,1365
2011,108,BoiseState,Hawaii,Hawaii,BoiseState,-4.0,79.0,55.0,137,0,24.0,1129,1218
2011,108,AustinPeay,MurrayState,MurrayState,MurrayState,6.5,66.0,64.0,130.5,0,2.0,1122,1293
2011,108,Davidson,WesternCarolina,WesternCarolina,Davidson,-2.0,73.0,81.0,135.5,0,-8.0,1172,1441
2011,108,GeorgiaSouthern,AppalachianSt,AppalachianSt,AppalachianSt,16.0,51.0,79.0,153.5,0,-28.0,1204,1111
2011,108,TennesseeChat,NCGreensboro,NCGreensboro,TennesseeChat,-3.0,70.0,65.0,150,0,5.0,1151,1422
2011,108,Samford,Elon,Elon,Elon,2.0,54.0,67.0,131.5,0,-13.0,1359,1189
2011,108,TheCitadel,Furman,Furman,Furman,13.0,67.0,88.0,128.5,0,-21.0,1154,1202
2011,108,CollCharleston,Wofford,Wofford,Wofford,2.5,77.0,73.0,144.5,0,4.0,1158,1459
2011,108,TennesseeState,TennMartin,TennMartin,TennesseeState,-5.0,67.0,64.0,145.5,0,3.0,1398,1404
2011,108,EasternIllinois,SEMissouriSt,SEMissouriSt,EasternIllinois,-1.5,75.0,78.0,131,0,-3.0,1183,1369
2011,108,TennesseeTech,EasternKentucky,EasternKentucky,EasternKentucky,6.0,78.0,66.0,139,0,12.0,1399,1184
2011,108,JacksonvilleSt,MoreheadState,MoreheadState,MoreheadState,14.5,52.0,73.0,120.5,0,-21.0,1240,1287
2011,108,WeberState,NorthernArizona,NorthernArizona,NorthernArizona,7.5,68.0,67.0,144,0,1.0,1451,1319
2011,108,MontanaState,No.Colorado,No.Colorado,No.Colorado,7.0,58.0,72.0,140.5,0,-14.0,1286,1294
2011,108,Montana,SacramentoState,SacramentoState,Montana,-11.0,68.0,52.0,120.5,0,16.0,1285,1170
2011,108,E.Washington,PortlandState,PortlandState,PortlandState,6.5,58.0,74.0,150,0,-16.0,1186,1340
2011,108,IUPUI,IPFW,IPFW,IPFW,3.0,78.0,74.0,130.5,0,4.0,1237,1236
2011,108,WesternIllinois,Oakland,Oakland,Oakland,19.0,50.0,79.0,142.5,0,-29.0,1442,1324
2011,108,SouthernUtah,UMKC,UMKC,UMKC,5.5,76.0,82.0,136,0,-6.0,1381,1282
2011,108,Centenary,NDakotaSt,NDakotaSt,NDakotaSt,24.5,60.0,76.0,141.5,0,-16.0,1147,1295
2011,108,OralRoberts,SouthDakotaSt,SouthDakotaSt,SouthDakotaSt,7.5,90.0,82.0,151.5,0,8.0,1331,1377
2011,109,MinnesotaU,OhioState,OhioState,OhioState,15.0,64.0,67.0,138,0,-3.0,1278,1326
2011,109,Iowa,Purdue,Purdue,Purdue,14.5,52.0,75.0,135,0,-23.0,1234,1345
2011,109,Cincinnati,Villanova,Villanova,Villanova,5.0,61.0,72.0,138,0,-11.0,1153,1437
2011,109,Louisville,SouthFlorida,SouthFlorida,Louisville,-8.0,86.0,77.0,130,0,9.0,1257,1378
2011,109,Kansas,Michigan,Michigan,Kansas,-10.5,67.0,60.0,135.5,0,7.0,1242,1276
2011,109,SaintLouis,Temple,Temple,Temple,15.0,53.0,57.0,121.5,0,-4.0,1387,1396
2011,109,YoungstownState,Butler,Butler,Butler,21.5,79.0,84.0,136.5,0,-5.0,1464,1139
2011,109,CentralMichigan,WesternMichigan,WesternMichigan,WesternMichigan,6.5,56.0,63.0,128,0,-7.0,1141,1444
2011,109,MiamiOhio,Ohio,Ohio,Ohio,7.0,92.0,88.0,132.5,0,4.0,1275,1325
2011,109,Dayton,Massachusetts,Massachusetts,Dayton,-2.5,50.0,55.0,138,0,-5.0,1173,1269
2011,109,ClevelandState,Valparaiso,Valparaiso,Valparaiso,1.5,58.0,64.0,138,0,-6.0,1156,1434
2011,109,IllinoisState,SoIllinois,SoIllinois,SoIllinois,5.5,59.0,63.0,121,0,-4.0,1229,1356
2011,109,Creighton,Evansville,Evansville,Creighton,-1.5,74.0,69.0,128.5,0,5.0,1166,1191
2011,109,IndianaState,Drake,Drake,Drake,1.5,62.0,57.0,130,0,5.0,1232,1179
2011,109,Xavier,RhodeIsland,RhodeIsland,RhodeIsland,2.0,72.0,45.0,143,0,27.0,1462,1348
2011,109,Bradley,NorthernIowa,NorthernIowa,NorthernIowa,13.0,77.0,83.0,118,0,-6.0,1133,1320
2011,109,IndianaU,Northwestern,Northwestern,Northwestern,6.5,81.0,93.0,141,0,-12.0,1231,1321
2011,109,Maryland,Duke,Duke,Duke,14.5,64.0,71.0,153.5,0,-7.0,1268,1181
2011,109,MissouriSt,WichitaState,WichitaState,WichitaState,5.5,59.0,56.0,137.5,0,3.0,1283,1455
2011,109,UCLA,USC,USC,USC,5.0,52.0,63.0,129.5,0,-11.0,1417,1425
2011,109,LoyolaMaryland,Iona,Iona,Iona,12.0,68.0,86.0,144.5,0,-18.0,1259,1233
2011,109,Siena,Niagara,Niagara,Siena,-7.5,55.0,69.0,141.5,0,-14.0,1373,1310
2011,109,Rider,Canisius,Canisius,Rider,-3.0,77.0,76.0,137.5,0,1.0,1351,1145
2011,109,Marist,Manhattan,Manhattan,Manhattan,5.0,65.0,59.0,133,0,6.0,1265,1264
2011,109,St.Peter's,Fairfield,Fairfield,Fairfield,11.5,43.0,70.0,110,0,-27.0,1389,1193
2011,109,Stanford,Arizona,Arizona,Arizona,11.5,57.0,67.0,133,0,-10.0,1390,1112
2011,109,Vermont,BostonU,BostonU,BostonU,1.0,65.0,74.0,132,0,-9.0,1436,1131
2011,109,AlbanyNY,Hartford,Hartford,Hartford,3.0,42.0,62.0,124,0,-20.0,1107,1216
2011,110,NotreDame,Marquette,Marquette,Marquette,3.5,57.0,79.0,145,0,-22.0,1323,1266
2011,110,Elon,NCGreensboro,NCGreensboro,Elon,-4.5,80.0,65.0,149,0,15.0,1189,1422
2011,110,AustinPeay,TennMartin,TennMartin,AustinPeay,-12.0,71.0,61.0,144,0,10.0,1122,1404
2011,110,BethuneCookman,N.CarolinaA&T,N.CarolinaA&T,BethuneCookman,-1.0,72.0,69.0,134.5,0,3.0,1126,1299
2011,110,AlabamaA&M,ArkPineBluff,ArkPineBluff,ArkPineBluff,0.0,53.0,61.0,128.5,0,-8.0,1105,1115
2011,111,Texas,TexasTech,TexasTech,Texas,-7.0,83.0,52.0,146.5,0,31.0,1400,1403
2011,111,Wisconsin,MichiganState,MichiganState,MichiganState,4.5,61.0,64.0,121,0,-3.0,1458,1277
2011,111,Rutgers,Connecticut,Connecticut,Connecticut,11.0,53.0,67.0,135,0,-14.0,1353,1163
2011,111,NoIllinois,EasternMichigan,EasternMichigan,EasternMichigan,6.0,71.0,69.0,138.5,0,2.0,1296,1185
2011,111,BowlingGreen,KentState,KentState,KentState,8.0,63.0,80.0,124,0,-17.0,1132,1245
2011,111,Auburn,Kentucky,Kentucky,Kentucky,24.5,54.0,78.0,135.5,0,-24.0,1120,1246
2011,111,BYU,UtahU,UtahU,BYU,-13.0,104.0,79.0,152.5,0,25.0,1140,1428
2011,111,Illinois,PennState,PennState,Illinois,-4.0,55.0,57.0,133.5,0,-2.0,1228,1336
2011,111,Oklahoma,Baylor,Baylor,Baylor,16.5,61.0,74.0,131.5,0,-13.0,1328,1124
2011,111,NCState,BostonCollege,BostonCollege,BostonCollege,5.5,66.0,75.0,146,0,-9.0,1301,1130
2011,111,Florida,Tennessee,Tennessee,Tennessee,3.5,81.0,75.0,138.5,0,6.0,1196,1397
2011,111,Manhattan,FlaAtlantic,FlaAtlantic,FlaAtlantic,16.5,50.0,57.0,130,0,-7.0,1264,1194
2011,112,OhioState,Michigan,Michigan,OhioState,-11.0,68.0,64.0,126.5,0,4.0,1326,1276
2011,112,VaCommonwealth,William&Mary,William&Mary,VaCommonwealth,-8.5,70.0,52.0,131.5,0,18.0,1433,1456
2011,112,Louisville,Villanova,Villanova,Villanova,4.0,74.0,88.0,150,0,-14.0,1257,1437
2011,112,Hofstra,Towson,Towson,Hofstra,-4.5,74.0,60.0,142.5,0,14.0,1220,1406
2011,112,GeorgeMason,Northeastern,Northeastern,GeorgeMason,-4.5,86.0,60.0,130,0,26.0,1206,1318
2011,112,Delaware,NCWilmington,NCWilmington,NCWilmington,1.0,53.0,76.0,124,0,-23.0,1174,1423
2011,112,Pittsburgh,Georgetown,Georgetown,Georgetown,2.5,72.0,57.0,139.5,0,15.0,1338,1207
2011,112,Syracuse,St.Johns,St.Johns,Syracuse,-3.0,76.0,59.0,133,0,17.0,1393,1385
2011,112,Nebraska,Missouri,Missouri,Missouri,11.0,69.0,77.0,138.5,0,-8.0,1304,1281
2011,112,Toledo,CentralMichigan,CentralMichigan,CentralMichigan,14.0,52.0,65.0,118.5,0,-13.0,1405,1141
2011,112,Ohio,Akron,Akron,Akron,5.5,79.0,70.0,141.5,0,9.0,1325,1103
2011,112,Pennsylvania,LaSalle,LaSalle,LaSalle,7.5,83.0,89.0,144,0,-6.0,1335,1247
2011,112,SaintLouis,Duquesne,Duquesne,Duquesne,9.5,45.0,67.0,133,0,-22.0,1387,1182
2011,112,SouthFlorida,Cincinnati,Cincinnati,Cincinnati,13.0,66.0,74.0,121.5,0,-8.0,1378,1153
2011,112,Fordham,GeoWashington,GeoWashington,GeoWashington,10.0,52.0,72.0,135.5,0,-20.0,1200,1203
2011,112,Massachusetts,Xavier,Xavier,Xavier,10.0,50.0,79.0,133.5,0,-29.0,1269,1462
2011,112,St.Josephs,Dayton,Dayton,Dayton,11.5,59.0,65.0,132,0,-6.0,1386,1173
2011,112,St.Bonaventure,Temple,Temple,Temple,13.5,55.0,83.0,129,0,-28.0,1382,1396
2011,112,WesternMichigan,BallState,BallState,BallState,6.0,63.0,72.0,134,0,-9.0,1444,1123
2011,112,Wyoming,TCU,TCU,TCU,6.0,60.0,78.0,134.5,0,-18.0,1461,1395
2011,112,NorthernIowa,IllinoisState,IllinoisState,NorthernIowa,-3.0,46.0,44.0,113.5,0,2.0,1320,1229
2011,112,IndianaState,Bradley,Bradley,IndianaState,-1.5,59.0,53.0,131.5,0,6.0,1232,1133
2011,112,WichitaState,Creighton,Creighton,WichitaState,-3.0,68.0,54.0,132,0,14.0,1455,1166
2011,112,SoIllinois,MissouriSt,MissouriSt,MissouriSt,13.0,51.0,64.0,128,0,-13.0,1356,1283
2011,112,Drake,Evansville,Evansville,Evansville,5.5,51.0,67.0,130.5,0,-16.0,1179,1191
2011,112,MemphisU,SMU,SMU,MemphisU,-6.0,58.0,64.0,136,0,-6.0,1272,1374
2011,112,SoMississippi,Rice,Rice,SoMississippi,-3.0,81.0,78.0,137.5,0,3.0,1379,1349
2011,112,OklahomaState,TexasA&M,TexasA&M,TexasA&M,7.5,48.0,71.0,127.5,0,-23.0,1329,1401
2011,112,Maryland,WakeForest,WakeForest,Maryland,-14.0,74.0,55.0,149,0,19.0,1268,1448
2011,112,UTEP,Tulane,Tulane,UTEP,-2.5,69.0,58.0,141,0,11.0,1431,1408
2011,112,Arkansas,LSU,LSU,Arkansas,-2.5,53.0,56.0,128,0,-3.0,1116,1261
2011,112,Georgia,Vanderbilt,Vanderbilt,Vanderbilt,8.5,66.0,73.0,138.5,0,-7.0,1208,1435
2011,112,Northwestern,Iowa,Iowa,Iowa,0.0,90.0,71.0,140.5,0,19.0,1321,1234
2011,112,Tulsa,ArizonaState,ArizonaState,ArizonaState,4.0,59.0,69.0,128.5,0,-10.0,1409,1113
2011,112,Colorado,KansasState,KansasState,KansasState,10.0,74.0,66.0,149,0,8.0,1160,1243
2011,112,Kansas,IowaState,IowaState,Kansas,-9.5,84.0,79.0,141.5,0,5.0,1242,1235
2011,112,SetonHall,Depaul,Depaul,SetonHall,-3.5,78.0,67.0,140,0,11.0,1371,1177
2011,112,Duke,FloridaState,FloridaState,Duke,-7.0,61.0,66.0,139,0,-5.0,1181,1199
2011,112,SouthCarolina,Alabama,Alabama,Alabama,8.5,47.0,57.0,132,0,-10.0,1376,1104
2011,112,ColoradoState,NewMexico,NewMexico,NewMexico,8.5,61.0,68.0,140.5,0,-7.0,1161,1307
2011,112,UNLV,SanDiegoState,SanDiegoState,SanDiegoState,4.5,49.0,55.0,134,0,-6.0,1424,1361
2011,112,UCDavis,LongBeachState,LongBeachState,LongBeachState,11.0,56.0,60.0,141,0,-4.0,1413,1253
2011,112,Nevada,IdahoU,IdahoU,IdahoU,4.0,67.0,72.0,137.5,0,-5.0,1305,1225
2011,112,Wofford,GeorgiaSouthern,GeorgiaSouthern,Wofford,-14.0,74.0,65.0,145,0,9.0,1459,1204
2011,112,Furman,Davidson,Davidson,Davidson,4.0,70.0,79.0,137.5,0,-9.0,1202,1172
2011,112,GeorgiaTech,Clemson,Clemson,Clemson,8.0,62.0,87.0,133,0,-25.0,1210,1155
2011,113,RhodeIsland,Richmond,Richmond,Richmond,9.0,78.0,74.0,136,0,4.0,1348,1350
2011,113,Buffalo,MiamiOhio,MiamiOhio,MiamiOhio,2.0,67.0,70.0,128,0,-3.0,1138,1275
2011,113,Purdue,MinnesotaU,MinnesotaU,Purdue,-3.0,67.0,70.0,134.5,0,-3.0,1345,1278
2011,113,Providence,WestVirginia,WestVirginia,WestVirginia,9.5,63.0,93.0,152,0,-30.0,1344,1452
2011,113,OldDominion,Drexel,Drexel,OldDominion,-2.0,57.0,62.0,116,0,-5.0,1330,1180
2011,113,IllinoisChicago,WiscMilwaukee,WiscMilwaukee,WiscMilwaukee,9.5,75.0,87.0,130,0,-12.0,1228,1454
2011,113,LoyolaChicago,WiscGreenBay,WiscGreenBay,WiscGreenBay,2.5,68.0,71.0,132.5,0,-3.0,1260,1453
2011,113,FlaAtlantic,MiddleTennSt,MiddleTennSt,MiddleTennSt,2.5,71.0,61.0,131.5,0,10.0,1194,1292
2011,113,ULMonroe,ArkansasLR,ArkansasLR,ArkansasLR,9.0,50.0,81.0,124,0,-31.0,1419,1114
2011,113,FloridaIntl,NorthTexas,NorthTexas,NorthTexas,11.5,77.0,87.0,153.5,0,-10.0,1198,1317
2011,113,WesternKentucky,Troy,Troy,WesternKentucky,-4.0,68.0,82.0,150,0,-14.0,1443,1407
2011,113,WesternKentucky,Troy,Troy,WesternKentucky,-4.0,68.0,82.0,150,0,-14.0,1443,1407
2011,113,ULLafayette,ArkansasState,ArkansasState,ArkansasState,10.5,65.0,74.0,136.5,0,-9.0,1418,1117
2011,113,SanJoseState,LouisianaTech,LouisianaTech,LouisianaTech,2.0,79.0,74.0,139.5,0,5.0,1363,1256
2011,113,UCLA,OregonState,OregonState,UCLA,-3.0,62.0,57.0,144,0,5.0,1417,1333
2011,113,MississippiSt,Mississippi,Mississippi,Mississippi,12.0,69.0,64.0,146.5,0,5.0,1280,1279
2011,113,Pepperdine,Gonzaga,Gonzaga,Gonzaga,20.5,75.0,92.0,142.5,0,-17.0,1337,1211
2011,113,Hawaii,NewMexicoState,NewMexicoState,NewMexicoState,10.5,64.0,82.0,141.5,0,-18.0,1218,1308
2011,113,VirginiaTech,NorthCarolina,NorthCarolina,NorthCarolina,5.5,61.0,64.0,143.5,0,-3.0,1439,1314
2011,113,CalIrvine,CalSantaBarb,CalSantaBarb,CalSantaBarb,11.5,58.0,71.0,144.5,0,-13.0,1414,1364
2011,113,CalRiverside,CSNorthridge,CSNorthridge,CSNorthridge,5.5,70.0,61.0,146.5,0,9.0,1415,1169
2011,113,CSFullerton,CalPolySLO,CalPolySLO,CalPolySLO,5.0,54.0,58.0,126,0,-4.0,1168,1142
2011,113,SantaClara,SanDiego,SanDiego,SantaClara,-6.5,61.0,52.0,135.5,0,9.0,1365,1360
2011,113,WashingtonU,Stanford,Stanford,WashingtonU,-8.0,56.0,58.0,142.5,0,-2.0,1449,1390
2011,113,UtahState,BoiseState,BoiseState,UtahState,-2.5,68.0,59.0,134,0,9.0,1429,1129
2011,113,USC,Oregon,Oregon,USC,-6.0,62.0,68.0,126,0,-6.0,1425,1332
2011,113,WashingtonState,California,California,California,0.0,81.0,88.0,140,0,-7.0,1450,1143
2011,113,SanFrancisco,SaintMarysCA,SaintMarysCA,SaintMarysCA,21.5,57.0,71.0,139,0,-14.0,1362,1388
2011,113,LoyolaMarymount,PortlandU,PortlandU,PortlandU,10.0,78.0,79.0,140.5,0,-1.0,1258,1339
2011,113,NCGreensboro,AppalachianSt,AppalachianSt,AppalachianSt,15.0,75.0,74.0,148.5,0,1.0,1422,1111
2011,113,TennesseeChat,TheCitadel,TheCitadel,TheCitadel,2.5,69.0,68.0,137.5,0,1.0,1151,1154
2011,113,Elon,WesternCarolina,WesternCarolina,WesternCarolina,7.0,63.0,70.0,145,0,-7.0,1189,1441
2011,113,EasternKentucky,EasternIllinois,EasternIllinois,EasternIllinois,2.5,63.0,49.0,123.5,0,14.0,1184,1183
2011,113,MoreheadState,SEMissouriSt,SEMissouriSt,MoreheadState,-10.5,76.0,63.0,137,0,13.0,1287,1369
2011,113,TennMartin,TennesseeTech,TennesseeTech,TennesseeTech,11.0,105.0,109.0,145.5,0,-4.0,1404,1399
2011,113,MurrayState,JacksonvilleSt,JacksonvilleSt,MurrayState,-9.0,71.0,62.0,118,0,9.0,1293,1240
2011,113,E.Washington,Montana,Montana,Montana,17.0,47.0,66.0,131,0,-19.0,1186,1285
2011,113,SacramentoState,WeberState,WeberState,WeberState,14.0,71.0,84.0,132,0,-13.0,1170,1451
2011,113,PortlandState,MontanaState,MontanaState,MontanaState,8.0,65.0,74.0,146.5,0,-9.0,1340,1286
2011,113,IdahoState,No.Colorado,No.Colorado,No.Colorado,13.5,37.0,57.0,134.5,0,-20.0,1226,1294
2011,113,GeorgiaState,JamesMadison,JamesMadison,JamesMadison,10.5,67.0,79.0,135.5,0,-12.0,1209,1241
2011,113,UMKC,Centenary,Centenary,UMKC,-9.0,71.0,67.0,135,0,4.0,1282,1147
2011,113,SouthernUtah,OralRoberts,OralRoberts,OralRoberts,12.5,71.0,87.0,143,0,-16.0,1381,1331
2011,113,SouthDakotaSt,WesternIllinois,WesternIllinois,SouthDakotaSt,-8.0,81.0,50.0,136.5,0,31.0,1377,1442
2011,114,Valparaiso,WrightState,WrightState,WrightState,4.0,71.0,60.0,127.5,0,11.0,1434,1460
2011,114,Butler,DetroitU,DetroitU,Butler,-5.5,87.0,63.0,140,0,24.0,1139,1178
2011,114,Iona,Rider,Rider,Iona,-1.0,100.0,96.0,147,0,4.0,1233,1351
2011,114,Fairfield,LoyolaMaryland,LoyolaMaryland,Fairfield,-5.5,65.0,66.0,127,0,-1.0,1193,1259
2011,114,Siena,Marist,Marist,Siena,-8.5,66.0,59.0,134,0,7.0,1373,1265
2011,114,Mercer,Stetson,Stetson,Stetson,1.5,72.0,79.0,135,0,-7.0,1273,1391
2011,114,KennesawSt,FlaGulfCoast,FlaGulfCoast,FlaGulfCoast,5.5,81.0,70.0,144,0,11.0,1244,1195
2011,115,Marquette,Louisville,Louisville,Louisville,5.0,70.0,71.0,152,0,-1.0,1266,1257
2011,115,Cincinnati,Syracuse,Syracuse,Syracuse,7.5,52.0,67.0,132,0,-15.0,1153,1393
2011,115,Marshall,MemphisU,MemphisU,MemphisU,4.5,61.0,77.0,145,0,-16.0,1267,1272
2011,115,Georgetown,Rutgers,Rutgers,Georgetown,-6.0,74.0,65.0,134.5,0,9.0,1207,1353
2011,115,Northeastern,VaCommonwealth,VaCommonwealth,VaCommonwealth,12.5,64.0,73.0,134,0,-9.0,1318,1433
2011,115,Temple,Duquesne,Duquesne,Duquesne,1.5,66.0,78.0,135,0,-12.0,1396,1182
2011,115,Vanderbilt,Tennessee,Tennessee,Tennessee,1.0,64.0,67.0,146,0,-3.0,1435,1397
2011,115,LaSalle,Massachusetts,Massachusetts,Massachusetts,2.5,71.0,74.0,148,0,-3.0,1247,1269
2011,115,Missouri,TexasA&M,TexasA&M,TexasA&M,4.5,89.0,91.0,141,0,-2.0,1281,1401
2011,115,Maryland,Villanova,Villanova,Villanova,6.0,66.0,74.0,147,0,-8.0,1268,1437
2011,115,Northwestern,MichiganState,MichiganState,MichiganState,8.5,67.0,71.0,142,0,-4.0,1321,1277
2011,115,TexasTech,KansasState,KansasState,KansasState,13.5,60.0,94.0,145,0,-34.0,1403,1243
2011,115,OklahomaState,Colorado,Colorado,Colorado,5.5,71.0,75.0,143,0,-4.0,1329,1160
2011,115,Alabama,Arkansas,Arkansas,Arkansas,2.0,65.0,70.0,128,0,-5.0,1104,1116
2011,115,SouthCarolina,Florida,Florida,Florida,11.5,72.0,69.0,134.5,0,3.0,1376,1196
2011,115,GeorgiaState,GeorgeMason,GeorgeMason,GeorgeMason,13.5,51.0,66.0,132,0,-15.0,1209,1206
2011,115,Virginia,Duke,Duke,Duke,21.5,60.0,76.0,134,0,-16.0,1438,1181
2011,115,St.Josephs,SaintLouis,SaintLouis,SaintLouis,6.0,51.0,67.0,124.5,0,-16.0,1386,1387
2011,115,Connecticut,Depaul,Depaul,Connecticut,-10.0,82.0,62.0,143.5,0,20.0,1163,1177
2011,115,Nebraska,Kansas,Kansas,Kansas,15.5,60.0,63.0,134,0,-3.0,1304,1242
2011,115,Harvard,GeoWashington,GeoWashington,GeoWashington,1.0,67.0,62.0,137,0,5.0,1217,1203
2011,115,Yale,Brown,Brown,Brown,1.0,69.0,64.0,136.5,0,5.0,1463,1135
2011,115,LoyolaChicago,WiscMilwaukee,WiscMilwaukee,WiscMilwaukee,3.0,71.0,65.0,136.5,0,6.0,1260,1454
2011,115,CentralMichigan,BallState,BallState,BallState,9.0,55.0,64.0,122.5,0,-9.0,1141,1123
2011,115,ArizonaState,Arizona,Arizona,Arizona,11.5,69.0,80.0,128.5,0,-11.0,1113,1112
2011,115,HoustonU,SMU,SMU,SMU,4.5,70.0,68.0,129.5,0,2.0,1222,1374
2011,115,Illinois,Wisconsin,Wisconsin,Wisconsin,6.0,66.0,76.0,123.5,0,-10.0,1228,1458
2011,115,UtahU,Wyoming,Wyoming,Wyoming,3.0,68.0,51.0,137.5,0,17.0,1428,1461
2011,115,Oklahoma,Texas,Texas,Texas,18.5,46.0,66.0,134.5,0,-20.0,1328,1400
2011,115,OldDominion,Hofstra,Hofstra,OldDominion,-3.5,75.0,64.0,127.5,0,11.0,1330,1220
2011,115,Georgia,Mississippi,Mississippi,Mississippi,4.0,98.0,76.0,138.5,0,22.0,1208,1279
2011,115,Delaware,Towson,Towson,Towson,0.0,66.0,63.0,140.5,0,3.0,1174,1406
2011,115,NCState,FloridaState,FloridaState,FloridaState,8.0,71.0,84.0,134.5,0,-13.0,1301,1199
2011,115,LSU,Kentucky,Kentucky,Kentucky,19.0,44.0,82.0,133,0,-38.0,1261,1246
2011,115,Toledo,NoIllinois,NoIllinois,NoIllinois,11.0,54.0,64.0,135.5,0,-10.0,1405,1296
2011,115,Tulane,EastCarolina,EastCarolina,EastCarolina,2.5,67.0,76.0,137.5,0,-9.0,1408,1187
2011,115,CentralFlorida,SoMississippi,SoMississippi,SoMississippi,3.0,69.0,86.0,138,0,-17.0,1416,1379
2011,115,UCLA,Oregon,Oregon,UCLA,-4.0,67.0,59.0,139.5,0,8.0,1417,1332
2011,115,PennState,OhioState,OhioState,OhioState,17.0,66.0,69.0,130.5,0,-3.0,1336,1326
2011,115,Baylor,IowaState,IowaState,Baylor,-2.0,57.0,72.0,139,0,-15.0,1124,1235
2011,115,BostonCollege,MiamiFlorida,MiamiFlorida,MiamiFlorida,5.0,71.0,72.0,147,0,-1.0,1130,1274
2011,115,UNLV,AirForce,AirForce,UNLV,-11.0,64.0,52.0,130,0,12.0,1424,1102
2011,115,SanDiegoState,NewMexico,NewMexico,SanDiegoState,-1.0,87.0,77.0,130.5,0,10.0,1361,1307
2011,115,FloridaIntl,DenverU,DenverU,DenverU,8.0,70.0,79.0,132,0,-9.0,1198,1176
2011,115,Evansville,IllinoisState,IllinoisState,IllinoisState,3.5,59.0,54.0,124,0,5.0,1191,1229
2011,115,KentState,Ohio,Ohio,Ohio,4.0,69.0,66.0,139,0,3.0,1245,1325
2011,115,ClevelandState,YoungstownState,YoungstownState,ClevelandState,-10.0,61.0,51.0,134.5,0,10.0,1156,1464
2011,115,Cornell,Columbia,Columbia,Columbia,4.0,75.0,79.0,143,0,-4.0,1165,1162
2011,115,Drexel,William&Mary,William&Mary,Drexel,-8.0,66.0,80.0,119,0,-14.0,1180,1456
2011,115,SetonHall,Pittsburgh,Pittsburgh,Pittsburgh,13.5,53.0,74.0,141.5,0,-21.0,1371,1338
2011,115,NCWilmington,JamesMadison,JamesMadison,JamesMadison,11.0,54.0,63.0,135,0,-9.0,1423,1241
2011,115,Fordham,CharlotteU,CharlotteU,CharlotteU,10.5,61.0,71.0,133.5,0,-10.0,1200,1150
2011,115,WakeForest,VirginiaTech,VirginiaTech,VirginiaTech,19.0,65.0,94.0,139.5,0,-29.0,1448,1439
2011,115,Dayton,Xavier,Xavier,Xavier,6.5,76.0,81.0,127,0,-5.0,1173,1462
2011,115,FlaAtlantic,WesternKentucky,WesternKentucky,WesternKentucky,2.0,78.0,73.0,135,0,5.0,1194,1443
2011,115,FlaAtlantic,WesternKentucky,WesternKentucky,WesternKentucky,2.0,78.0,73.0,135,0,5.0,1194,1443
2011,115,Michigan,IndianaU,IndianaU,IndianaU,2.5,61.0,80.0,127.5,0,-19.0,1276,1231
